id,text,label
222,Bukan hanya namanya saja swike waled Rasanya sama enaknya dengan yang di desa waled cirebon kuahnya tauconya asinnya pas Swieke gorengnya juga enak Cuma harganya agak mahal dibanding swike di cirebon,positive
223,kapan harga berasbisa naik kembaliagar petani bisa hidupnya sejah teradamai dan hasil pertanian lain nya ikut naik,negative
224,Walaupun cukup berliku untuk sampai ke tempat ini tapi terbayarkan dengan suasana sepi tenang dan juga suasana udara dataran tingginya yang kebetulan saya biasanya kalau makan di luar pasti pas hari kerja karena biar tidak terlalu ramai tapi ya minusnya tidak ada lift musik Untuk makanannya cukup enak dan keluarga saya pun cukup menikmatinya,positive
225,malaysiaberasjuganaik,neutral
226,ya siap siap protes pemerintah sudah pada tau tidak ada yang tanam padi siap siap tujuh bulan kedepan baru bisasetabil kalau ada huhan mulai tanam sampai sampai panen paling lama empat bulan kita berdoa semoga hujan segera turun petani bisa mulai tanam padi kalau petani bahagia beras naik,positive
227,haraga karet sama pinang naikan juga pak biar adil,neutral
228,kalau beras turun itu samasaja mengurangi penghasilan petani beras,negative
229,Menkeu menyampaikan bahwa lemahnya rupiah lebih berpengaruh pada defisit transaksi berjalan,neutral
230,harga beras pasti turunkalau allah limpahkan dari langit jika kita dengar alasan pemerintah semua phpmasih percaya,negative
231,kalau beras diturunkanpemerintah enggak bakalan mampu menurunkan semua kebutuhan rakyat,negative
232,giliran beras naik pemerintah ribut menurunkanbbm naik enggak mau nurunin malah dinaikan,negative
233,permainansebetulnya stok masih banyakbiasalah kan lagi butuh uangmakanya dinaikinwalahualam,negative
234,Makan bersama dengan para sistah beberapa waktu yang lalu tempat nyaman enak buat nongkrong pelayanan bagus Dah beberapa kali makan di sini,positive
235,Sambal dengan daun serawung tomat dan cabe rawit Rasa sambal ini yang membuat kota di garut yang namanya cibiuk jadi terkenal Sambal ini bisa dinikmati dengan gurame goreng ataupun dengan ayam goreng Rasanya sangat enak Selain di lengkokng cibiuk juga memiliki banyak cabang,positive
236,praduga tidak bersalah kata teman saya bahwa para politikus tikus politiik ri banyak yang omong doang omong doang akan tetapi tidak ada kerja nyatarupanya setelah kita simak dan kita teliti memang begitulah atmosphir para politikus tikus politik di nusantara,negative
237,praduga tidak bersalahkisruh pulau rempangkisruh pulau rempangmenunjukkan ketidak mampuan pemerintah pusat pemerintah daerah badan pengelola batam komisaris dewan direksi para pengembang guna bersosialisasi pada warga rempang meyakinkan warga rempang menunjukkan kemampuan serta kesungguhan mengelola relokasi warga rempang melakukan penggantian secara adil mepersiapkan lokasi dan bangunan yang telah lengkap dengan sertifikat hak milik dan imb sarana jalan menuju tempat relokasi penggantian mata pencarian warga yang hilang gara gara relokasi sebab sudah sering sebelumnya terjadi uang penggantian bagi warga tidak sepenuhnya diterima oleh warga namun disunat serta dikorupsi oleh oknum oknum pemerintah pusat maupun oknum oknum daerah maupun oknum oknum pengelola,negative
238,kata ynegri ini negeri yang kayakenapa kita cuma importbanyak warga kampung cari kerja ke kota enggak mau bertani kenapa kata ytanah ysubur coba ada apapupuk yblm bisa ber masyarakat coba di fikir kan bisaklo maumungkin bisa ekport,negative
239,Tempatnya menarik dengan konsep yang sangat pabrik Sayangnya hampir seluruh menunya non halal,neutral
240,celaka kalau sampai murah orang petani bisa rugi pupuk mahal semua serba mesin sekarang pak,negative
241,Kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini meskipun ada beberapa yang besan mi yamin anda boleh coba juga nasi gorengnya,neutral
242,Ajak keluarga kawan satu kantor kawan jalan pacar kawan pacar atau bahkan mantan pacar buat suara award ini,neutral
243,jangan cuma harga beras syru turunpupuk juga,negative
244,jangan harga beras yang di pertanyakan coba tengok harga pupuk yang bikin prtani menjerit,negative
245,kalo harga beras naik terustentu pemerintah akan membantu repot tentunyabeli beras bawa kakak dan ktp,neutral
246,petani tanya kapan harga gabah naiik agar petani busa sejahterajg ditekan dong petani,neutral
247,menunggu petani panen raya pasti beras turun,negative
248,Ikan gurame bakar dan cah kangkung yang disajikan di red s dipo yang saya beli pada saat makan siang pada bulan november rasanya lumayan oke hanya saja cabe pada sambalnya dan sayurannya seperti Timun tomat dan kangkungnya juga jeruk pada es jeruknya terasa kurang segar,positive
249,bagaimana kalau indonesia jadi pengimpor beraskarena petani petani indonesia sudah terus berkurang karena harga naik sedikit pun terus di tekan kembali dan petani petani muda lebih memilih pekerjaan yang lebih menjanjikan daripada mengolah sawah nya untuk tanam padi,negative
250,Tempatnya sangat romantis dan nyaman Dengan suasana yang sangat nyaman dan pelayanan yang baik Makanan sangat enak dengan harga yang reasonable Sangat ingin kembali ke sini menikmati suasana sorenya Secara keseluruhan baik sangat bagus,positive
251,biar naik petani untung,positive
252,saya jadi pedagang beras jadi sulit,negative
253,pupuk urus mahal,negative
254,Enkaolshop terpercaya barangnya bagus bagus,positive
255,harga beras jangan hanya dilihat dari pembelitapi juga dari pihak petani yang memproduksi beras dan juga harga internasional,neutral
256,harga beras turun kalo orang sudah enggak suka makan nasi lagi,negative
257,Tempatnya bagus buat foto foto dan sejuk lagi udaranya tapi jangan coba coba makan di situ sudah harganya mahal tidak enak lagi menyesal deh,negative
258,dagang air isi ulang enggak naik harga jual bagaimana usaha kecil bahan bahan naaik,negative
259,tenang saja ekonomi akan merokettttp dia lupa setinggi nya roket akan hancur ketika jatuh,negative
260,Rakyat sudah jenuh mendengar ocehan politikus jika baik kenapa tidak katakan baik Kenapa semua yang dilakukan pemerintah Semuanya tidak ada baiknya,negative
261,jalan utamanya saling bantu membantu itu hal bagus dan harus dicari jalan keluarnya,positive
262,Tagihan indihome saya bulan oktober ini beda dengan bulan september Jatuhnya lebih mahal Kenapa bisa begitu Janjinya waktu awal pasang tidak ada biaya lain dan biaya flat Ini kok naik turun bagaimana Konsisten dong,negative
263,Ini ada udang dibalik batu supaya anaknya itu dipilih jadi wakil presiden,negative
264,menteri keuangan sampaikan bulan maretharga pangan naik tapi kenyataannya dimasyarakat sejak januariharga pangan sudah naik sebesar,neutral
265,konteksnya menteri keuangan ibu sri mulyani sampaikan akhir tahunharga pangan naik kenyataannya yang terjadi di masyarakat harga pangan naik sejak januarijangan fanatik buta ya,neutral
266,tanah di indonesia sangat subur tongkat kayu di tanam tumbuh jadi singkong,positive
267,indonesia harus tanam bahan pangan,neutral
268,Tempatnya nyaman banget makanannya enak kopinya enak Pas buat nongkrong bareng teman teman atau makan malam,positive
269,mengerikan,negative
270,Tempat oleh olehnya lengkap dan cukup nyaman mudah dijangkau harganya terjangkau serta pelayanannya ramah,positive
271,Kue kue yang disajikan bikin saya bernostalgia Semuanya tipikal kue zaman dulu baik dari penampilan maupun rasa Kuenya enak dan harganya juga murah,positive
272,Perluasan kilang minyak pt pertamina serap ribu lebih tenaga kerja,neutral
273,Data lengkap jangan percaya kpk ini bohong Kasus ini di audit tahun lalu dan sudah lengkap Karena habis itu ada audit aliran dana dengan tujuan khusus Kalau mau kan minta audit lagi Sudahlah Kasus century itu skandal melindungi elit tertentu,negative
274,indonesia subur makmur asal bisa mengolah nya,positive
275,Tendang sana tendang sini hajar sana hajar sini ternyata masing masing punya agenda tersembunyi Menyebalkan,negative
276,krisis pangan yang berat itu kawasan kotakalo kawasan desa rata rata jadi petani jadi akan lebih aman,positive
277,Senang rasanya dapat mengakhiri perjalanan kita di bandung dengan kunjungan terakhir kita berhenti di the valley pada tanggal november Hari itu adalah acara dalam menrayakan hari perpisahan bersama teman kita yang baru akan pindah ke kantor baru Menunya sangat bervariatif tetapi ribs langsung menjadi pilihan saya Menurut saya harganya sebanding dengan rasa makanan Top,positive
278,Konsep restoran biasa saja tapi harga minumannya kok mahal banget Dimurahinlah dikit meskipun di daerah wisata hehe Jadi mikir berkali kali buat beli,negative
279,biarlah naik harga panganbiar petani makmur,negative
280,terserahtoh sudah lama kamu di ingatkan oleh bang rizal ramli tapi kamu memang bxxxxxk,negative
281,semasih menjabat nikmati keruk sepuasnya,positive
282,Selamat siang jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali Terima kasih zan,neutral
283,ekonomi belum pulihbwg merahtomatcabeminyak mahalhubungannya apa dengan perang ukrauina rusia,negative
284,Roti bakar duti ini sudah ada sejak dulu di sini Rotinya biasa saja sih Hanya menu pilihannya buanyak banget Apa saja ada Sampe kadang bingung mau pilih yang isi apa Ada jual bubur juga Oke jugalah,positive
285,sejahterakan petanipeternaknelayankarena mereka sebenarnya penompang keberlangsungan negara,negative
286,Nikmati cicilan hingga bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni,neutral
287,hargailah para petani nelayanpeternak dan sumber pangan lainya beri mereka fasilitas beri mereka pupuk yang terjangkau beri harga yang tetap agar mereka tidak ragu untuk menjadi seseorang pemasok pangan kalian agar mereka bangga dan tersenyum saat panen tiba,positive
288,di saat seperti ini seharusnya pejabat melihat peluang besar untuk game changing nya duniaindonesia punya semua nya untuk merubah dunia dan menjadikan indonesia menjadi super poweryang dibutuhkan indonesia saat ini adalah kejujurankecerdasandan kepeduliaan,positive
289,yuk anak generasi penerus jadi petani sajah jangan jadi kantoran,negative
290,kalo polemik migor dan kelapa sawit saja enggak bisa di atasi bagaimana mau atasi pangan yang lain,negative
291,Sulit sekali mengerti orang yang merasa selalu benar,negative
292,indonesia jika ikut krisis lebih baik menkeu n pejabat terkait pada turun,neutral
293,Rizal ramli beberkan cara stabilkan harga beras,neutral
294,prom borneokerisis pangandi sini tida baiksaja,negative
295,Menikmati kota bandung tanpa kuliner kurang seru kafe halaman menyajikan makanan indonesia gado gadonya enak pisang goreng kejunya juga enak serta secangkir kopi sambil menunggu teman datang sangatlah menarik,positive
296,Saya makan pagi di restoran lantai ini dan kebetulan saya mendapatkan tempat duduk di luar atau balkon Bantalan tempat duduknya terlihat banyak noda kotoran Angin sangat kencang bertiup sehingga makan pagi tidak nyaman Saya sarankan apabila anda makan di restoran ini pilih tempat duduk di dalam untuk kenyamanan,negative
297,jmn krisis makanan nantiwalau kayak dan punya uang banyak itu enggak guna klobahan makanan enggak ada atau langkayng beruntung adalah orang bisa menanam bahan makanannya sendiripadisayuranbawanganmakanya biar krisis apapun orang di desa yang bertani mereka enggak terlalu terpengaruh,positive
298,Ini adalah tempat makan untuk orang yang menunggu keluarganya yang sedang asyik berbelanja Tetapi tidak untuk orang orang yang senang makanan yang enak Di jakarta banyak sekali tempat makan yang jauh lebih enak dan harganya jauh lebih murah,negative
299,lahan tidur nya dimanfaat kan,positive
300,Tenderloin steak di suis butcher sangat enak juicy dan saus kuisnya pas di lidah Selain itu harganya pun pas di kantong Oleh karena itu bersiaplah untuk mengantre apabila anda berkunjung di akhir pekan dan pada saat jam makan pula,positive
301,solusi stop ekspor bahan pangan putar di negara sendiri ekonomi lokal berjalan,neutral
302,Makan di atas gunung degan pemandangan lampu kota kalau malam sangat indah Makanannya juga enak harga standar seperti kafe yang lain,positive
303,o harga pangan yang naik mengira indek pertumbuhan ekonomi indonesia naikekonomi meroket mana,negative
304,petani tetap produksi beras namun harga jual gabahnya rendah shg petani mengalami krisis keuangan karena biaya produksi tidak seimbangkalau cuma bahan pangan masih melimpah karena ada singkong gadung jagung garut ganyong ubi jalar,negative
305,Kak adit aku pesan indominya satu,neutral
306,jangankan akhirbu ini saja saya sudah kerasa beli makanan sampai naekkali lipat,negative
307,Berubah status jadi universitas bsi gelar seminar motivasi,neutral
308,jadi siapa yang salahterus saja biaya buat infrastruktur dan ikn walaupun bukan anggaran apbntetap saja utang kepada investor yang kotabene cukong rrc rakyat kecil semakin sengsara,negative
309,yang penting lahan pertanian jangan di jadikan lahan beton,neutral
310,Rasanya lumayan Sambelnya juga enak Apalagi disajikan macam model begitu Terus banyak pilihan sih sebenarnya mau makan apa di sini Mau gurame mau kakap bawal kerang cumi udang Macem macem deh Asal jangan pesan ikan kembung saja Tidak ada di sini,positive
311,semua harga mahal tapi harga sawit jagung murah,positive
312,kebanyakan benalu sih jadi semua harga melonjak terustpi tenang saja rakyat belum mati semua baru sekarat ekonomi,negative
313,Jutek banget deh karyawan indosat yang di graha indosat,negative
314,kasihan mereka yang dari kalangan menengah kebawah,negative
315,Promonya menipu atau gimana ya Dicek katanya ada promo ribu dapat kuota gb diskon dari harga aslinya pas saya isi pulsa sebesar ribu belum di daftarkan apa apa sudah banyak ke potong ribu Kenapa bisa begitu ya Kecewa sih,negative
316,harga sampai kiyamat enggak bakal turunklao naikharga kalao naik pasti turun harga enggak ada hrpannegara klao tergantung negara lain ya begitu dampakyasdangkan indonesia enggak ada kurangya soal pangantapi para mestri enggak serius menglola,negative
317,ya allah semoga seluruh dunia kondisinya membaik dan bisa melewati ini semuaterutama indonesiasungguh prihatin dengan dunia yang carut marut ini,negative
318,lebih baik pemerintahan surabaya ketimbang pemerintahan jkw bin megawati,neutral
319,Katanya detil aroma chamomile tapi kok baunya tidak enak begini sih,negative
